"objectid","stop_uid","stop_id","stop_code","stop_name","stop_lat","stop_lon","stop_agncy","wheelchair","intersec","stop_place","parent_sta","lat","lng"
"1","MTS_11tbro","11tbro","","11th Ave & Broadway","32.71626794","-117.15464934","MTS","0E-8","","","","32.71626317795451","-117.15463744126299"
"2","MTS_12tS","12tS","","12th & Imperial Station","32.70600195","-117.15337790","MTS","0E-8","","","","32.70599718888697","-117.15336600183123"
"3","MTS_imtS","imtS","","12th & Imperial Station Bayside","32.70522905","-117.15431792","MTS","0E-8","","","","32.70522428902026","-117.15430602187158"
"4","MTS_imp12","imp12","","12th & Imperial Transit Center","32.70568488","-117.15287499","MTS","0E-8","","","","32.705680119208836","-117.1528630915413"
"5","MTS_24tS","24tS","","24th Street Station","32.66185407","-117.10801701","MTS","0E-8","","","","32.66184931194776","-117.10800512324099"
"6","MTS_24tro","24tro","","24th Street Transit Center","32.66184386","-117.10798312","MTS","0E-8","","","","32.661839102186924","-117.10797123354232"
"7","MTS_25tS","25tS","","25th & Commercial St Station","32.70530703","-117.14019998","MTS","0E-8","","","","32.70530226819969","-117.1401880836809"
"8","MTS_32nS","32nS","","32nd & Commercial St Station","32.70591999","-117.12456010","MTS","0E-8","","","","32.70591522812012","-117.12454820704764"
"9","MTS_47tS","47tS","","47th Street Station","32.70845410","-117.09491415","MTS","0E-8","","","","32.70844933578472","-117.09490226134866"
"10","MTS_5thS","5thS","","5th Avenue Station","32.71676205","-117.15970298","MTS","0E-8","","","","32.7167572882213","-117.15969108079531"
"11","MTS_70tSta","70tSta","","70th St. Trolley Station","32.77221030","-117.04202532","MTS","0E-8","","","","32.77220552518668","-117.04201343681939"
"12","MTS_70tS","70tS","","70th Street Station","32.77224895","-117.04247006","MTS","0E-8","","","","32.77224417520154","-117.04245817599553"
"13","MTS_8thS","8thS","","8th Street Station","32.67487514","-117.11308814","MTS","0E-8","","","","32.674870380367054","-117.1130762518943"
"14","MTS_8thtro","8thtro","","8th Street Transit Center","32.67500420","-117.11330096","MTS","0E-8","","","","32.67499944051146","-117.11328907081185"
"15","MTS_amaS","amaS","","Amaya Drive Station","32.78542394","-117.00172290","MTS","0E-8","","","","32.78541916216163","-117.00171102186962"
"16","MTS_apzS","apzS","","America Plaza Station","32.71616941","-117.16898015","MTS","0E-8","","","","32.71616464832999","-117.16896824894138"
"17","MTS_amptro","amptro","","America Plaza Trolley Station","32.71700220","-117.16835451","MTS","0E-8","","","","32.71699743904065","-117.16834260869135"
"18","MTS_arnS","arnS","","Arnele Avenue Station","32.80461604","-116.97572699","MTS","0E-8","","","","32.80461125826494","-116.97571511583443"
"19","MTS_balS","balS","","Balboa Avenue Station","32.80578303","-117.21405352","MTS","0E-8","","","","32.805778260830216","-117.21404160525442"
"20","MTS_baltro","baltro","","Balboa Avenue Transit Center","32.80570489","-117.21367709","MTS","0E-8","","","","32.805700120774056","-117.2136651742073"
"21","MTS_barS","barS","","Barrio Logan Station","32.69802393","-117.14658793","MTS","0E-8","","","","32.698019169975645","-117.14657603374351"
"22","MTS_beyS","beyS","","Beyer Blvd Station","32.55757111","-117.04697410","MTS","0E-8","","","","32.55756636126712","-117.04696223122059"
"23","MTS_broket","broket","","Broadway & Kettner Bl","32.71571435","-117.16889380","MTS","0E-8","","","","32.71570958911175","-117.1688818993386"
"24","MTS_ccoS","ccoS","","City College Station","32.71630698","-117.15423488","MTS","0E-8","","","","32.71630221796878","-117.15422298157453"
"25","MTS_citcol","citcol","","City College Trolley Station","32.71581964","-117.15393922","MTS","0E-8","","","","32.71581487789682","-117.15392732188116"
"26","MTS_civS","civS","","Civic Center Station","32.71674108","-117.16246797","MTS","0E-8","","","","32.71673631833196","-117.16245606969855"
"27","MTS_claS","claS","","Clairemont Drive Station","32.79001930","-117.20614883","MTS","0E-8","","","","32.79001453122887","-117.20613691693832"
"28","MTS_conS","conS","","Convention Center Station","32.70893214","-117.16345215","MTS","0E-8","","","","32.708927378816156","-117.16344025036845"
"29","MTS_cocS","cocS","","County Center/Little Italy Station","32.72142393","-117.16995087","MTS","0E-8","","","","32.721419168149176","-117.16993896805258"
"30","MTS_corsta","corsta","","Courthouse Station","32.71664409","-117.16605994","MTS","0E-8","","","","32.71663932847788","-117.16604803844452"
"31","MTS_estS","estS","","E Street Station","32.63900589","-117.09908001","MTS","0E-8","","","","32.63900113427343","-117.0990681263244"
"32","MTS_etro","etro","","E Street Transit Center","32.63877909","-117.09844927","MTS","0E-8","","","","32.63877433458087","-117.09843738624102"
"33","MTS_i15eln","i15eln","","El Cajon Blvd & I-15","32.75556656","-117.10867043","MTS","0E-8","","","","32.755561790367054","-117.10865853581207"
"34","MTS_i15els","i15els","","El Cajon Blvd & I-15","32.75481277","-117.10888915","MTS","0E-8","","","","32.75480800096362","-117.10887725644396"
"35","MTS_elcS","elcS","","El Cajon Station","32.79198192","-116.97617996","MTS","0E-8","","","","32.791977140080355","-116.97616808677255"
"36","MTS_ecajtc","ecajtc","","El Cajon Transit Center","32.79203225","-116.97570594","MTS","0E-8","","","","32.79202746951406","-116.97569406657564"
"37","MTS_62nS","62nS","","Encanto/62nd St Station","32.71011487","-117.06321004","MTS","0E-8","","","","32.710110104112985","-117.06319815663353"
"38","MTS_enctro","enctro","","Encanto/62nd St Trolley Station","32.71035850","-117.06365020","MTS","0E-8","","","","32.710353733870406","-117.06363831659402"
"39","MTS_eucS","eucS","","Euclid Ave Station","32.70954699","-117.08594801","MTS","0E-8","","","","32.709542224984496","-117.08593612328848"
"40","MTS_euctro","euctro","","Euclid Ave Station","32.71002276","-117.08619050","MTS","0E-8","","","","32.7100179950327","-117.08617861415375"
"41","MTS_exeS","exeS","","Executive Drive Station","32.87414782","-117.21404501","MTS","0E-8","","","","32.87414304207548","-117.21403308975546"
"42","MTS_favS","favS","","Fashion Valley Station","32.76548187","-117.16906290","MTS","0E-8","","","","32.76547710209794","-117.16905099496287"
"43","MTS_fasvtc","fasvtc","","Fashion Valley Transit Center","32.76561826","-117.16942411","MTS","0E-8","","","","32.76561349266103","-117.1694122055074"
"44","MTS_fenS","fenS","","Fenton Parkway Station","32.77829392","-117.12716187","MTS","0E-8","","","","32.778289149755665","-117.12714997176049"
"45","MTS_gasS","gasS","","Gaslamp Quarter Station","32.70684448","-117.15968093","MTS","0E-8","","","","32.70683971921863","-117.15966903106532"
"46","MTS_genljN","genljN","","Genesee & La Jolla Village Dr.","32.87321691","-117.21383157","MTS","0E-8","","","","32.873212132376814","-117.21381964895536"
"47","MTS_welS","welS","","Gillespie Field Station","32.82692192","-116.98209886","MTS","0E-8","","","","32.82691713568974","-116.98208698330062"
"48","MTS_frmS","frmS","","Grantville Station","32.78049112","-117.09749294","MTS","0E-8","","","","32.78048634721747","-117.09748104648509"
"49","MTS_gratro","gratro","","Grantville Trolley Station","32.78031471","-117.09720753","MTS","0E-8","","","","32.78030993771556","-117.09719563611613"
"50","MTS_groS","groS","","Grossmont Station","32.78181594","-117.01106192","MTS","0E-8","","","","32.78181116260901","-117.01105004068225"
"51","MTS_grotro","grotro","","Grossmont Transit Center","32.78193376","-117.01112182","MTS","0E-8","","","","32.7819289829364","-117.01110994144872"
"52","MTS_hstS","hstS","","H Street Station","32.63007394","-117.09558911","MTS","0E-8","","","","32.63006918472505","-117.09557722755964"
"53","MTS_htro","htro","","H Street Transit Center","32.62961231","-117.09509066","MTS","0E-8","","","","32.629607555075694","-117.09507877715077"
"54","MTS_harS","harS","","Harborside Station","32.69126696","-117.13280415","MTS","0E-8","","","","32.6912621994559","-117.13279225714419"
"55","MTS_hazS","hazS","","Hazard Center Station","32.77024996","-117.15830309","MTS","0E-8","","","","32.77024519143783","-117.15829118635007"
"56","MTS_iritro","iritro","","Iris Ave Transit Center East","32.56985255","-117.06607925","MTS","0E-8","","","","32.56984780073488","-117.06606737710337"
"57","MTS_iritrW","iritrW","","Iris Ave Transit Center West","32.56968604","-117.06723290","MTS","0E-8","","","","32.56968129099283","-117.06722102679396"
"58","MTS_iriS","iriS","","Iris Avenue Station","32.56965611","-117.06710507","MTS","0E-8","","","","32.56965136124423","-117.0670931960284"
"59","MTS_kmtc","kmtc","","Kearny Mesa Transit Center","32.83138855","-117.13505585","MTS","0E-8","","","","32.831383773236716","-117.13504394603997"
"60","MTS_lamS","lamS","","La Mesa Blvd Station","32.76501905","-117.02055190","MTS","0E-8","","","","32.76501427475829","-117.02054002077429"
"61","MTS_broS","broS","","Lemon Grove Depot","32.74338603","-117.03073112","MTS","0E-8","","","","32.74338125873043","-117.0307192399278"
"62","MTS_masS","masS","","Massachusetts Ave Station","32.72352489","-117.03958489","MTS","0E-8","","","","32.72352012055122","-117.0395730100493"
"63","MTS_midS","midS","","Middletown Station","32.73360900","-117.17483104","MTS","0E-8","","","","32.73360423672455","-117.17481913665885"
"64","MTS_msdS","msdS","","Mission San Diego Station","32.78092701","-117.11107808","MTS","0E-8","","","","32.780922237841345","-117.1110661844442"
"65","MTS_mivS","mivS","","Mission Valley Center Station","32.77109601","-117.15000394","MTS","0E-8","","","","32.77109124111768","-117.14999203773436"
"66","MTS_morS","morS","","Morena/Linda Vista Station","32.76356109","-117.19670997","MTS","0E-8","","","","32.76355632423165","-117.19669806096555"
"67","MTS_nobS","nobS","","Nobel Drive Station","32.86690404","-117.23042992","MTS","0E-8","","","","32.866899263988024","-117.23041799698152"
"68","MTS_oldS","oldS","","Old Town Station","32.75473489","-117.19958906","MTS","0E-8","","","","32.75473012527348","-117.19957715123982"
"69","MTS_ottcw2","ottcw2","","Old Town TC West @ Pacific Hwy","32.75458604","-117.20032321","MTS","0E-8","","","","32.75458127564576","-117.20031130054214"
"70","MTS_ottc_e","ottc_e","","Old Town Transit Center East","32.75459345","-117.19925316","MTS","0E-8","","","","32.75458868508318","-117.19924125008181"
"71","MTS_ottc_w","ottc_w","","Old Town Transit Center West","32.75455284","-117.19988699","MTS","0E-8","","","","32.75454807575395","-117.19987508079507"
"72","MTS_pacS","pacS","","Pacific Fleet Station","32.68600505","-117.12472886","MTS","0E-8","","","","32.68600029047983","-117.1247169682971"
"73","MTS_plmS","plmS","","Palm Avenue Station","32.58461410","-117.08379909","MTS","0E-8","","","","32.58460934933197","-117.08378721241684"
"74","MTS_palS","palS","","Palomar Street Station","32.60315102","-117.08508894","MTS","0E-8","","","","32.60314626736859","-117.08507706119285"
"75","MTS_paltro","paltro","","Palomar Street Transit Center","32.60314168","-117.08451964","MTS","0E-8","","","","32.603136928087636","-117.08450776096059"
"76","MTS_marS","marS","","Park & Market Station","32.71097994","-117.15376800","MTS","0E-8","","","","32.71097517785528","-117.15375610119864"
"77","MTS_marpar","marpar","","Park & Market Trolley Station","32.71153707","-117.15399283","MTS","0E-8","","","","32.71153230878141","-117.1539809318056"
"78","MTS_rioS","rioS","","Rio Vista Station","32.77365197","-117.14181010","MTS","0E-8","","","","32.773647200804184","-117.14179819918998"
"79","MTS_svicot","svicot","","S Vista Rd & Cottonwood Rd","32.55790492","-117.04809645","MTS","0E-8","","","","32.557900171482856","-117.0480845802572"
"80","MTS_sayS","sayS","","San Ysidro Station","32.54445997","-117.02948196","MTS","0E-8","","","","32.54445522209098","-117.02947009500865"
"81","MTS_sytro","sytro","","San Ysidro Transit Center","32.54425837","-117.02985075","MTS","0E-8","","","","32.54425362147773","-117.02983888396489"
"82","MTS_sfdS","sfdS","","Santa Fe Depot","32.71763712","-117.16982811","MTS","0E-8","","","","32.71763235857183","-117.16981620895814"
"83","MTS_santtc","santtc","","Santee Town Center","32.84256655","-116.98089115","MTS","0E-8","","","","32.84256176430608","-116.98087927208036"
"84","MTS_sanS","sanS","","Santee Town Center Station","32.84170710","-116.98098299","MTS","0E-8","","","","32.841702313383834","-116.98097111282262"
"85","MTS_sdsS","sdsS","","SDSU Station","32.77327008","-117.07059614","MTS","0E-8","","","","32.77326530676495","-117.07058425191333"
"86","MTS_sdsutc","sdsutc","","SDSU Transit Center","32.77330790","-117.07069539","MTS","0E-8","","","","32.77330312646703","-117.07068350067368"
"87","MTS_seaS","seaS","","Seaport Village Station","32.71192306","-117.16859712","MTS","0E-8","","","","32.71191829899654","-117.16858521914098"
"88","MTS_svcoas","svcoas","","Sorrento Valley COASTER Station","32.90272914","-117.22488084","MTS","0E-8","","","","32.90272435903473","-117.22486891573037"
"89","MTS_swcoll","swcoll","","Southwestern College","32.64143620","-116.99595102","MTS","0E-8","","","","32.64143143843558","-116.99593915355682"
"90","MTS_sprS","sprS","","Spring Street Station","32.75685196","-117.01745805","MTS","0E-8","","","","32.756847185916335","-117.01744617151711"
"91","MTS_sprtro","sprtro","","Spring Street Station","32.75686007","-117.01721547","MTS","0E-8","","","","32.756855295600815","-117.01720359222927"
"92","MTS_quaS","quaS","","Stadium","32.78096232","-117.11909764","MTS","0E-8","","","","32.780957549020805","-117.11908574260286"
"93","MTS_tecS","tecS","","Tecolote Road Station","32.76985468","-117.20508997","MTS","0E-8","","","","32.769849914082734","-117.20507805857584"
"94","MTS_pepS","pepS","","UCSD Central Campus Station","32.87835310","-117.23184250","MTS","0E-8","","","","32.87834832317828","-117.2318305767154"
"95","MTS_peptc","peptc","","UCSD Central Campus Station","32.87943518","-117.23194838","MTS","0E-8","","","","32.87943040280128","-117.2319364556879"
"96","MTS_avlS","avlS","","UCSD Health East Station","32.77736594","-117.05683205","MTS","0E-8","","","","32.77736116523369","-117.05682016385441"
"97","MTS_voiS","voiS","","UCSD Health La Jolla Station","32.88185154","-117.22352634","MTS","0E-8","","","","32.88184676182033","-117.22351441704681"
"98","MTS_i15unn","i15unn","","University & I-15","32.75003158","-117.10867536","MTS","0E-8","","","","32.75002681184292","-117.10866346660147"
"99","MTS_i15uns","i15uns","","University & I-15","32.74936940","-117.10892260","MTS","0E-8","","","","32.74936463147805","-117.10891070666557"
"100","MTS_utcS","utcS","","UTC Station","32.86920843","-117.21404561","MTS","0E-8","","","","32.869203652521996","-117.21403369024131"
"101","MTS_utc","utc","","UTC Transit Center","32.86888288","-117.21275752","MTS","0E-8","","","","32.868878102774374","-117.21274559936592"
"102","MTS_vahS","vahS","","VA Medical Center Station","32.87419577","-117.22989037","MTS","0E-8","","","","32.874190993127684","-117.22987844651445"
"103","MTS_wasS","wasS","","Washington Street Station","32.74163494","-117.18438892","MTS","0E-8","","","","32.74163017627196","-117.18437701396451"
"104","MTS_12049","12049","12049","10th Av & A St","32.71857729","-117.15569071","MTS","2.00000000","F-S/B","10thb","","32.7185725276843","-117.15567881002825"
"105","MTS_11656","11656","11656","10th Av & Broadway","32.71597740","-117.15566399","MTS","0E-8","N-S/B","10tbro","","32.715972637372325","-117.1556520912733"
"106","MTS_11654","11654","11654","10th Av & C St","32.71692554","-117.15567699","MTS","1.00000000","N-S/B","10thc","","32.716920778218565","-117.1556650913126"
"107","MTS_12048","12048","12048","10th Av & F St","32.71348748","-117.15563191","MTS","1.00000000","F-S/B","","","32.71348271819445","-117.15562001144198"
"108","MTS_12050","12050","12050","10th Av & Island Av","32.71023346","-117.15560173","MTS","1.00000000","F-S/B","","","32.71022869806168","-117.15558983154544"
"109","MTS_11657","11657","11657","10th Av & Market St","32.71176685","-117.15564024","MTS","2.00000000","N-S/B","","","32.7117620880637","-117.15562834045754"
"110","MTS_99005","99005","99005","10th Av & Park Bl (Petco Park)","32.70750534","-117.15506981","MTS","1.00000000","N-E/B","","","32.70750057955775","-117.15505791116284"
"111","MTS_98548","98548","98548","11099 Callan Rd","32.90480501","-117.24065516","MTS","1.00000000","M-Street-W/B","","","32.90480023030074","-117.24064323288732"
"112","MTS_99367","99367","99367","11th Av & B St","32.71769488","-117.15458595","MTS","1.00000000","N-N/B","11thb","","32.7176901176091","-117.15457405163647"
"113","MTS_12782","12782","12782","11th Av & Broadway","32.71635101","-117.15456566","MTS","1.00000000","F-N/B","11tbro","11tbro","32.716346247777146","-117.1545537612972"
"114","MTS_99343","99343","99343","11th Av & C St","32.71652951","-117.15458700","MTS","1.00000000","N-N/B","11tbro","11tbro","32.71652474734725","-117.15457510072193"
"115","MTS_12781","12781","12781","11th Av & F St","32.71399810","-117.15459028","MTS","1.00000000","F-N/B","","","32.713993338291154","-117.1545783808423"
"116","MTS_99010","99010","99010","11th Av & K St","32.70833408","-117.15449964","MTS","1.00000000","N-N/B","","","32.70832931909034","-117.1544877417576"
"117","MTS_12441","12441","12441","11th Av & Market St","32.71139567","-117.15453431","MTS","1.00000000","N-N/B","","","32.71139090815181","-117.15452241186853"
"118","MTS_75102","75102","75102","12th & Imperial Station","32.70587009","-117.15321790","MTS","0E-8","","12tS","12tS","32.705865328755486","-117.15320600262761"
"119","MTS_75103","75103","75103","12th & Imperial Station","32.70578492","-117.15332593","MTS","0E-8","","12tS","12tS","32.70578015886593","-117.15331403222591"
"120","MTS_75100","75100","75100","12th & Imperial Station (Bayside)","32.70523403","-117.15389991","MTS","0E-8","","imtS","imtS","32.70522926932676","-117.15388801223908"
"121","MTS_70009","70009","70009","12th & Imperial Transit Center","32.70609480","-117.15289674","MTS","0E-8","M-TC-Bus","imp12","imp12","32.70609003926196","-117.15288484231212"
"122","MTS_88899","88899","88899","12th & Imperial Transit Center","32.70555096","-117.15228294","MTS","0E-8","N-S/B","imp12","imp12","32.70554619883447","-117.15227104148798"
"123","MTS_91101","91101","91101","12th & Imperial Transit Center","32.70605117","-117.15322463","MTS","1.00000000","M-TC-Bus","imp12","imp12","32.70604640844857","-117.15321273185934"
"124","MTS_91102","91102","91102","12th & Imperial Transit Center","32.70560245","-117.15294696","MTS","1.00000000","M-TC-Bus","imp12","imp12","32.70559768868705","-117.1529350615565"
"125","MTS_60401","60401","60401","13th St & Fern Av","32.57503491","-117.10558266","MTS","1.00000000","F-N/B","","","32.575030162546874","-117.10557078001679"
"126","MTS_60342","60342","60342","13th St & Grove Av","32.57276194","-117.10558010","MTS","1.00000000","N-N/B","","","32.57275719324173","-117.10556821919815"
"127","MTS_60229","60229","60229","13th St & Holly Av","32.57164428","-117.10583544","MTS","1.00000000","N-S/B","","","32.571639532122326","-117.1058235599422"
"128","MTS_60341","60341","60341","13th St & Holly Av","32.57134906","-117.10560212","MTS","1.00000000","N-N/B","","","32.57134431266032","-117.10559023926986"
"129","MTS_60230","60230","60230","13th St & Imperial Beach Bl","32.57588817","-117.10580192","MTS","1.00000000","F-S/B","","","32.575883422700976","-117.10579003960876"
"130","MTS_60186","60186","60186","13th St & Iris Av","32.56943066","-117.10559651","MTS","1.00000000","N-N/B","13iris","","32.56942591312036","-117.10558462981132"
"131","MTS_88984","88984","88984","14th St & F St","32.71373903","-117.15191062","MTS","0E-8","F-N/B","","","32.713734267649784","-117.1518987215164"
"132","MTS_99288","99288","99288","18th St & C Av","32.66808777","-117.10082487","MTS","1.00000000","F-W/B","","","32.66808301054914","-117.10081298419043"
"133","MTS_99281","99281","99281","18th St & C St","32.66787097","-117.10077728","MTS","1.00000000","N-E/B","","","32.667866211247166","-117.10076539379597"
"134","MTS_50140","50140","50140","18th St & Harding Av","32.66590130","-117.10777044","MTS","1.00000000","N-E/B","","","32.66589654128429","-117.10775855289448"
"135","MTS_99282","99282","99282","18th St & Harding Av","32.66620281","-117.10749393","MTS","2.00000000","N-W/B","","","32.66619805204404","-117.1074820426709"
"136","MTS_99286","99286","99286","18th St & Highland Av","32.66964963","-117.09512729","MTS","1.00000000","N-W/B","high18","","32.66964487026578","-117.09511540497918"
"137","MTS_99315","99315","99315","18th St & Highland Av","32.66937711","-117.09558936","MTS","1.00000000","N-E/B","high18","","32.66937235035546","-117.09557747421728"
"138","MTS_99285","99285","99285","18th St & L Av","32.67077924","-117.09111191","MTS","1.00000000","N-W/B","","","32.670774479958496","-117.09110002555104"
"139","MTS_99316","99316","99316","18th St & L Av","32.67070397","-117.09086423","MTS","1.00000000","F-E/B","","","32.6706992104602","-117.09085234489534"
"140","MTS_50008","50008","50008","18th St & N Av","32.67125056","-117.08890020","MTS","1.00000000","F-E/B","","","32.671245799658486","-117.08888831563239"
"141","MTS_50065","50065","50065","18th St & N Av","32.67136504","-117.08904102","MTS","1.00000000","N-W/B","","","32.67136028007957","-117.08902913644386"
"142","MTS_59003","59003","59003","18th St & National City Bl","32.66717520","-117.10322064","MTS","1.00000000","F-E/B","nat18t","","32.667170441267444","-117.10320875341847"
"143","MTS_99308","99308","99308","18th St & National City Bl","32.66712191","-117.10416896","MTS","1.00000000","F-W/B","nat18t","","32.66711715125339","-117.10415707289573"
"144","MTS_50011","50011","50011","18th St & Newell St","32.67279173","-117.08333525","MTS","1.00000000","N-E/B","","","32.67278696964129","-117.08332336620963"
"145","MTS_50082","50082","50082","18th St & Newell St","32.67268730","-117.08414667","MTS","1.00000000","M-Street-W/B","","","32.67268253880587","-117.08413478698294"
"146","MTS_50040","50040","50040","18th St & Palm Av","32.67183694","-117.08673830","MTS","1.00000000","F-E/B","","","32.671832180242184","-117.08672641557479"
"147","MTS_50068","50068","50068","18th St & Palm Av","32.67196519","-117.08687600","MTS","1.00000000","N-W/B","","","32.67196042952667","-117.08686411555908"
"148","MTS_50012","50012","50012","18th St & Prospect St","32.67364475","-117.08033738","MTS","1.00000000","F-E/B","","","32.673639989087704","-117.08032549680331"
"149","MTS_50083","50083","50083","18th St & Prospect St","32.67360803","-117.08089272","MTS","1.00000000","F-W/B","","","32.673603269524705","-117.08088083673897"
"150","MTS_30361","30361","30361","1st Av & Alpine Av","32.63913491","-117.07004651","MTS","1.00000000","N-S/B","","","32.63913015295009","-117.07003463132675"
"151","MTS_12411","12411","12411","1st Av & Ash St","32.71964764","-117.16372935","MTS","1.00000000","N-N/B","1stash","","32.71964287811656","-117.16371744907597"
"152","MTS_12751","12751","12751","1st Av & Broadway","32.71553186","-117.16374976","MTS","0E-8","N-N/B","1stbrd","","32.715527098538324","-117.16373785916876"
"153","MTS_99118","99118","99118","1st Av & Broadway","32.71592600","-117.16374929","MTS","1.00000000","F-N/B","1stbro","","32.71592123904613","-117.16373738932506"
"154","MTS_11637","11637","11637","1st Av & Brookes Av","32.74341279","-117.16390099","MTS","1.00000000","N-S/B","","","32.74340802497711","-117.1638890882115"
"155","MTS_12759","12759","12759","1st Av & Brookes Av","32.74348270","-117.16373911","MTS","1.00000000","F-N/B","","","32.74347793486905","-117.16372720782502"
"156","MTS_60546","60546","60546","1st Av & C St","32.71686629","-117.16371027","MTS","1.00000000","F-N/B","1stc","","32.71686152776848","-117.16369836967995"
"157","MTS_12753","12753","12753","1st Av & Elm St","32.72431993","-117.16375503","MTS","1.00000000","F-N/B","","","32.72431516728509","-117.16374312901152"
"158","MTS_30360","30360","30360","1st Av & F St","32.64326070","-117.07165066","MTS","1.00000000","F-S/B","","","32.64325594276497","-117.07163878005575"
"159","MTS_30415","30415","30415","1st Av & F St","32.64339054","-117.07155116","MTS","0E-8","N-N/B","","","32.64338578295435","-117.0715392805526"
"160","MTS_30416","30416","30416","1st Av & G St","32.63930857","-117.06997016","MTS","1.00000000","N-N/B","","","32.63930381220423","-117.06995828095033"
"161","MTS_12415","12415","12415","1st Av & Grape St","32.72595816","-117.16373950","MTS","1.00000000","N-N/B","","","32.725953396883874","-117.16372759805972"
"162","MTS_12756","12756","12756","1st Av & Ivy St","32.72844805","-117.16377507","MTS","1.00000000","F-N/B","","","32.728443287172695","-117.16376316859541"
"163","MTS_11636","11636","11636","1st Av & Juniper St","32.72943597","-117.16398367","MTS","1.00000000","N-S/B","","","32.729431206719816","-117.16397176875334"
"164","MTS_12014","12014","12014","1st Av & Laurel St","32.73113997","-117.16399484","MTS","1.00000000","F-S/B","","","32.731135206553695","-117.16398293846714"
"165","MTS_12757","12757","12757","1st Av & Laurel St","32.73158666","-117.16380111","MTS","1.00000000","F-N/B","","","32.73158189659314","-117.16378920799076"
"166","MTS_12016","12016","12016","1st Av & Nutmeg St","32.73322041","-117.16401967","MTS","1.00000000","F-S/B","1stnut","","32.73321564644829","-117.16400776774833"
"167","MTS_12417","12417","12417","1st Av & Nutmeg St","32.73332364","-117.16381262","MTS","1.00000000","N-N/B","1stnut","","32.73331887616626","-117.16380071886844"
"168","MTS_12416","12416","12416","1st Av & Quince St","32.73649246","-117.16384223","MTS","1.00000000","N-N/B","","","32.73648769591958","-117.16383032794855"
"169","MTS_12015","12015","12015","1st Av & Redwood St","32.73759311","-117.16404551","MTS","1.00000000","F-S/B","","","32.73758834563306","-117.16403360826338"
"170","MTS_12018","12018","12018","1st Av & Robinson Av","32.74677674","-117.16393263","MTS","1.00000000","F-S/B","","","32.74677197435061","-117.1639207278205"
"171","MTS_12418","12418","12418","1st Av & Robinson Av","32.74715709","-117.16379022","MTS","1.00000000","F-N/B","","","32.74715232449367","-117.16377831782462"
"172","MTS_12412","12412","12412","1st Av & Spruce St","32.73856748","-117.16385725","MTS","1.00000000","N-N/B","","","32.738562715816975","-117.16384534839074"
"173","MTS_12013","12013","12013","1st Av & Thorn St","32.73955812","-117.16406915","MTS","1.00000000","F-S/B","","","32.73955335557122","-117.16405724806108"
"174","MTS_12414","12414","12414","1st Av & Upas St","32.74066723","-117.16387252","MTS","1.00000000","N-N/B","","","32.74066246511073","-117.16386061787874"
"175","MTS_12017","12017","12017","1st Av & Walnut Av","32.74119891","-117.16407967","MTS","1.00000000","F-S/B","","","32.74119414540848","-117.16406776743962"
"176","MTS_12758","12758","12758","1st Av & Walnut Av","32.74194644","-117.16371667","MTS","1.00000000","F-N/B","","","32.74194167551384","-117.1637047680293"
"177","MTS_60058","60058","60058","1st St & B Av","32.69762037","-117.16973563","MTS","1.00000000","F-E/B","1stfer","","32.69761561067304","-117.169723729449"
"178","MTS_60165","60165","60165","1st St & B Av","32.69795871","-117.17006747","MTS","1.00000000","F-W/B","1stfer","","32.697953950945205","-117.1700555700207"
"179","MTS_50029","50029","50029","24th St & B Av","32.66274886","-117.09862560","MTS","1.00000000","M-Street-E/B","","","32.662744101420905","-117.0986137144249"
"180","MTS_50078","50078","50078","24th St & D Av","32.66315798","-117.09788545","MTS","1.00000000","F-W/B","","","32.663153220978096","-117.0978735650723"
"181","MTS_50027","50027","50027","24th St & National City Bl","32.66209762","-117.10099453","MTS","1.00000000","F-E/B","","","32.66209286182457","-117.10098264431159"
"182","MTS_50053","50053","50053","24th St & National City Bl","32.66220853","-117.10125229","MTS","1.00000000","N-W/B","","","32.6622037716678","-117.10124040460452"
"183","MTS_75014","75014","75014","24th Street Station","32.66196491","-117.10800607","MTS","0E-8","M-TC-Train-N/B","24tS","24tS","32.661960151846955","-117.10799418343534"
"184","MTS_75015","75015","75015","24th Street Station","32.66170409","-117.10800516","MTS","0E-8","M-TC-Train-S/B","24tS","24tS","32.66169933199032","-117.107993273147"
"185","MTS_91136","91136","91136","24th Street Transit Center","32.66195902","-117.10790431","MTS","1.00000000","M-TC-Bus","24tro","24tro","32.66195426170022","-117.10789242264738"
"186","MTS_91138","91138","91138","24th Street Transit Center","32.66162193","-117.10776456","MTS","0E-8","","24tro","24tro","32.66161717121426","-117.1077526731282"
"187","MTS_91139","91139","91139","24th Street Transit Center","32.66157522","-117.10736771","MTS","0E-8","","24tro","24tro","32.66157046136564","-117.10735582368628"
"188","MTS_75074","75074","75074","25th & Commercial St Station","32.70527695","-117.13873095","MTS","0E-8","","25tS","25tS","32.705272187912705","-117.13871905461451"
"189","MTS_75075","75075","75075","25th & Commercial St Station","32.70528997","-117.14115393","MTS","0E-8","","25tS","25tS","32.705285208153725","-117.14114203471097"
"190","MTS_11684","11684","11684","25th St & Broadway","32.71611353","-117.14036505","MTS","1.00000000","N-S/B","","","32.71610876679092","-117.14035315335526"
"191","MTS_11682","11682","11682","25th St & Imperial Av","32.70648888","-117.14027759","MTS","1.00000000","N-S/B","","","32.70648411775388","-117.14026569455281"
